Year,Geo,StatVar,Quantity
2019,geoId/16,Count_CriminalIncidents_IsHateCrime,24
2019,geoId/17,Count_CriminalIncidents_IsHateCrime,65
2019,geoId/18,Count_CriminalIncidents_IsHateCrime,75
2019,geoId/19,Count_CriminalIncidents_IsHateCrime,10
2019,geoId/20,Count_CriminalIncidents_IsHateCrime,78
2019,geoId/21,Count_CriminalIncidents_IsHateCrime,146
2019,geoId/22,Count_CriminalIncidents_IsHateCrime,26
2019,geoId/23,Count_CriminalIncidents_IsHateCrime,19
2019,geoId/24,Count_CriminalIncidents_IsHateCrime,18
2019,geoId/25,Count_CriminalIncidents_IsHateCrime,388
2019,geoId/26,Count_CriminalIncidents_IsHateCrime,434
2019,geoId/27,Count_CriminalIncidents_IsHateCrime,104
2019,geoId/28,Count_CriminalIncidents_IsHateCrime,14
2019,geoId/29,Count_CriminalIncidents_IsHateCrime,83
2019,geoId/30,Count_CriminalIncidents_IsHateCrime,32
2019,geoId/31,Count_CriminalIncidents_IsHateCrime,46
2019,geoId/32,Count_CriminalIncidents_IsHateCrime,44
2019,geoId/33,Count_CriminalIncidents_IsHateCrime,16
2019,geoId/34,Count_CriminalIncidents_IsHateCrime,472
2019,geoId/35,Count_CriminalIncidents_IsHateCrime,50
2019,geoId/36,Count_CriminalIncidents_IsHateCrime,611
2019,geoId/37,Count_CriminalIncidents_IsHateCrime,210
2019,geoId/38,Count_CriminalIncidents_IsHateCrime,18
2019,geoId/39,Count_CriminalIncidents_IsHateCrime,391
2019,geoId/40,Count_CriminalIncidents_IsHateCrime,28
2019,geoId/41,Count_CriminalIncidents_IsHateCrime,175
2019,geoId/42,Count_CriminalIncidents_IsHateCrime,41
2019,geoId/44,Count_CriminalIncidents_IsHateCrime,17
2019,geoId/45,Count_CriminalIncidents_IsHateCrime,68
2019,geoId/46,Count_CriminalIncidents_IsHateCrime,20
2019,geoId/47,Count_CriminalIncidents_IsHateCrime,117
2019,geoId/48,Count_CriminalIncidents_IsHateCrime,456
2019,geoId/49,Count_CriminalIncidents_IsHateCrime,18
2019,geoId/50,Count_CriminalIncidents_IsHateCrime,33
2019,geoId/51,Count_CriminalIncidents_IsHateCrime,163
2019,geoId/53,Count_CriminalIncidents_IsHateCrime,542
2019,geoId/54,Count_CriminalIncidents_IsHateCrime,31
2019,geoId/55,Count_CriminalIncidents_IsHateCrime,74
2019,geoId/56,Count_CriminalIncidents_IsHateCrime,5
2018,country/USA,Count_CriminalIncidents_IsHateCrime,7120
2018,geoId/01,Count_CriminalIncidents_IsHateCrime,0
2018,geoId/02,Count_CriminalIncidents_IsHateCrime,7
2018,geoId/04,Count_CriminalIncidents_IsHateCrime,166
2018,geoId/05,Count_CriminalIncidents_IsHateCrime,13
2018,geoId/06,Count_CriminalIncidents_IsHateCrime,1063
2018,geoId/08,Count_CriminalIncidents_IsHateCrime,121
2018,geoId/09,Count_CriminalIncidents_IsHateCrime,81
2018,geoId/10,Count_CriminalIncidents_IsHateCrime,16
2018,geoId/11,Count_CriminalIncidents_IsHateCrime,213
2018,geoId/12,Count_CriminalIncidents_IsHateCrime,141
2018,geoId/13,Count_CriminalIncidents_IsHateCrime,35
2018,geoId/15,Count_CriminalIncidents_IsHateCrime,44
2018,geoId/16,Count_CriminalIncidents_IsHateCrime,23
2018,geoId/17,Count_CriminalIncidents_IsHateCrime,107
2018,geoId/18,Count_CriminalIncidents_IsHateCrime,107
2018,geoId/19,Count_CriminalIncidents_IsHateCrime,10
2018,geoId/20,Count_CriminalIncidents_IsHateCrime,69
2018,geoId/21,Count_CriminalIncidents_IsHateCrime,235
2018,geoId/22,Count_CriminalIncidents_IsHateCrime,45
2018,geoId/23,Count_CriminalIncidents_IsHateCrime,20
2018,geoId/24,Count_CriminalIncidents_IsHateCrime,49
2018,geoId/25,Count_CriminalIncidents_IsHateCrime,352
2018,geoId/26,Count_CriminalIncidents_IsHateCrime,431
2018,geoId/27,Count_CriminalIncidents_IsHateCrime,126
2018,geoId/28,Count_CriminalIncidents_IsHateCrime,5
2018,geoId/29,Count_CriminalIncidents_IsHateCrime,64
2018,geoId/30,Count_CriminalIncidents_IsHateCrime,7
2018,geoId/31,Count_CriminalIncidents_IsHateCrime,34
2018,geoId/32,Count_CriminalIncidents_IsHateCrime,33
2018,geoId/33,Count_CriminalIncidents_IsHateCrime,13
2018,geoId/34,Count_CriminalIncidents_IsHateCrime,561
2018,geoId/35,Count_CriminalIncidents_IsHateCrime,28
2018,geoId/36,Count_CriminalIncidents_IsHateCrime,523
2018,geoId/37,Count_CriminalIncidents_IsHateCrime,140
2018,geoId/38,Count_CriminalIncidents_IsHateCrime,10
2018,geoId/39,Count_CriminalIncidents_IsHateCrime,350
2018,geoId/40,Count_CriminalIncidents_IsHateCrime,20
2018,geoId/41,Count_CriminalIncidents_IsHateCrime,118
2018,geoId/42,Count_CriminalIncidents_IsHateCrime,67
2018,geoId/44,Count_CriminalIncidents_IsHateCrime,13
2018,geoId/45,Count_CriminalIncidents_IsHateCrime,111
2018,geoId/46,Count_CriminalIncidents_IsHateCrime,20
2018,geoId/47,Count_CriminalIncidents_IsHateCrime,170
2018,geoId/48,Count_CriminalIncidents_IsHateCrime,455
2018,geoId/49,Count_CriminalIncidents_IsHateCrime,33
2018,geoId/50,Count_CriminalIncidents_IsHateCrime,45
2018,geoId/51,Count_CriminalIncidents_IsHateCrime,143
2018,geoId/53,Count_CriminalIncidents_IsHateCrime,506
2018,geoId/54,Count_CriminalIncidents_IsHateCrime,43
2018,geoId/55,Count_CriminalIncidents_IsHateCrime,52
2018,geoId/56,Count_CriminalIncidents_IsHateCrime,0
2017,country/USA,Count_CriminalIncidents_IsHateCrime,7175
2017,geoId/01,Count_CriminalIncidents_IsHateCrime,9
2017,geoId/02,Count_CriminalIncidents_IsHateCrime,4
2017,geoId/04,Count_CriminalIncidents_IsHateCrime,264
2017,geoId/05,Count_CriminalIncidents_IsHateCrime,7
2017,geoId/06,Count_CriminalIncidents_IsHateCrime,1094
2017,geoId/08,Count_CriminalIncidents_IsHateCrime,106
2017,geoId/09,Count_CriminalIncidents_IsHateCrime,111
2017,geoId/10,Count_CriminalIncidents_IsHateCrime,29
2017,geoId/11,Count_CriminalIncidents_IsHateCrime,193
2017,geoId/12,Count_CriminalIncidents_IsHateCrime,145
2017,geoId/13,Count_CriminalIncidents_IsHateCrime,27
2017,geoId/16,Count_CriminalIncidents_IsHateCrime,53
2017,geoId/17,Count_CriminalIncidents_IsHateCrime,82
2017,geoId/18,Count_CriminalIncidents_IsHateCrime,55
2017,geoId/19,Count_CriminalIncidents_IsHateCrime,11
2017,geoId/20,Count_CriminalIncidents_IsHateCrime,75
2017,geoId/21,Count_CriminalIncidents_IsHateCrime,378
2017,geoId/22,Count_CriminalIncidents_IsHateCrime,26
2017,geoId/23,Count_CriminalIncidents_IsHateCrime,32
2017,geoId/24,Count_CriminalIncidents_IsHateCrime,48
2017,geoId/25,Count_CriminalIncidents_IsHateCrime,427
2017,geoId/26,Count_CriminalIncidents_IsHateCrime,456
2017,geoId/27,Count_CriminalIncidents_IsHateCrime,146
2017,geoId/28,Count_CriminalIncidents_IsHateCrime,1
2017,geoId/29,Count_CriminalIncidents_IsHateCrime,105
2017,geoId/30,Count_CriminalIncidents_IsHateCrime,15
2017,geoId/31,Count_CriminalIncidents_IsHateCrime,45
2017,geoId/32,Count_CriminalIncidents_IsHateCrime,5
2017,geoId/33,Count_CriminalIncidents_IsHateCrime,13
2017,geoId/34,Count_CriminalIncidents_IsHateCrime,495
2017,geoId/35,Count_CriminalIncidents_IsHateCrime,7
2017,geoId/36,Count_CriminalIncidents_IsHateCrime,552
2017,geoId/37,Count_CriminalIncidents_IsHateCrime,166
2017,geoId/38,Count_CriminalIncidents_IsHateCrime,15
2017,geoId/39,Count_CriminalIncidents_IsHateCrime,380
2017,geoId/40,Count_CriminalIncidents_IsHateCrime,37
2017,geoId/41,Count_CriminalIncidents_IsHateCrime,146
2017,geoId/42,Count_CriminalIncidents_IsHateCrime,78
2017,geoId/44,Count_CriminalIncidents_IsHateCrime,11
2017,geoId/45,Count_CriminalIncidents_IsHateCrime,87
2017,geoId/46,Count_CriminalIncidents_IsHateCrime,17
2017,geoId/47,Count_CriminalIncidents_IsHateCrime,136
2017,geoId/48,Count_CriminalIncidents_IsHateCrime,190
2017,geoId/49,Count_CriminalIncidents_IsHateCrime,78
2017,geoId/50,Count_CriminalIncidents_IsHateCrime,34
2017,geoId/51,Count_CriminalIncidents_IsHateCrime,193
2017,geoId/53,Count_CriminalIncidents_IsHateCrime,510
2017,geoId/54,Count_CriminalIncidents_IsHateCrime,31
2017,geoId/55,Count_CriminalIncidents_IsHateCrime,46
2017,geoId/56,Count_CriminalIncidents_IsHateCrime,4
2016,country/USA,Count_CriminalIncidents_IsHateCrime,6121
2016,geoId/01,Count_CriminalIncidents_IsHateCrime,14
2016,geoId/02,Count_CriminalIncidents_IsHateCrime,11
2016,geoId/04,Count_CriminalIncidents_IsHateCrime,213
2016,geoId/05,Count_CriminalIncidents_IsHateCrime,12
2016,geoId/06,Count_CriminalIncidents_IsHateCrime,931
2016,geoId/08,Count_CriminalIncidents_IsHateCrime,104
2016,geoId/09,Count_CriminalIncidents_IsHateCrime,106
2016,geoId/10,Count_CriminalIncidents_IsHateCrime,15
2016,geoId/11,Count_CriminalIncidents_IsHateCrime,115
2016,geoId/12,Count_CriminalIncidents_IsHateCrime,96
2016,geoId/13,Count_CriminalIncidents_IsHateCrime,39
2016,geoId/16,Count_CriminalIncidents_IsHateCrime,27
2016,geoId/17,Count_CriminalIncidents_IsHateCrime,111
2016,geoId/18,Count_CriminalIncidents_IsHateCrime,78
2016,geoId/19,Count_CriminalIncidents_IsHateCrime,17
2016,geoId/20,Count_CriminalIncidents_IsHateCrime,49
2016,geoId/21,Count_CriminalIncidents_IsHateCrime,206
2016,geoId/22,Count_CriminalIncidents_IsHateCrime,26
2016,geoId/23,Count_CriminalIncidents_IsHateCrime,40
2016,geoId/24,Count_CriminalIncidents_IsHateCrime,37
2016,geoId/25,Count_CriminalIncidents_IsHateCrime,391
2016,geoId/26,Count_CriminalIncidents_IsHateCrime,399
2016,geoId/27,Count_CriminalIncidents_IsHateCrime,119
2016,geoId/28,Count_CriminalIncidents_IsHateCrime,7
2016,geoId/29,Count_CriminalIncidents_IsHateCrime,88
2016,geoId/30,Count_CriminalIncidents_IsHateCrime,20
2016,geoId/31,Count_CriminalIncidents_IsHateCrime,31
2016,geoId/32,Count_CriminalIncidents_IsHateCrime,41
2016,geoId/33,Count_CriminalIncidents_IsHateCrime,28
2016,geoId/34,Count_CriminalIncidents_IsHateCrime,282
2016,geoId/35,Count_CriminalIncidents_IsHateCrime,26
2016,geoId/36,Count_CriminalIncidents_IsHateCrime,595
2016,geoId/37,Count_CriminalIncidents_IsHateCrime,148
2016,geoId/38,Count_CriminalIncidents_IsHateCrime,8
2016,geoId/39,Count_CriminalIncidents_IsHateCrime,442
2016,geoId/40,Count_CriminalIncidents_IsHateCrime,33
2016,geoId/41,Count_CriminalIncidents_IsHateCrime,104
2016,geoId/42,Count_CriminalIncidents_IsHateCrime,61
2016,geoId/44,Count_CriminalIncidents_IsHateCrime,12
2016,geoId/45,Count_CriminalIncidents_IsHateCrime,23
2016,geoId/46,Count_CriminalIncidents_IsHateCrime,18
2016,geoId/47,Count_CriminalIncidents_IsHateCrime,142
2016,geoId/48,Count_CriminalIncidents_IsHateCrime,178
2016,geoId/49,Count_CriminalIncidents_IsHateCrime,66
2016,geoId/50,Count_CriminalIncidents_IsHateCrime,25
2016,geoId/51,Count_CriminalIncidents_IsHateCrime,122
2016,geoId/53,Count_CriminalIncidents_IsHateCrime,387
2016,geoId/54,Count_CriminalIncidents_IsHateCrime,41
2016,geoId/55,Count_CriminalIncidents_IsHateCrime,34
2016,geoId/56,Count_CriminalIncidents_IsHateCrime,3
2015,country/USA,Count_CriminalIncidents_IsHateCrime,5850
2015,geoId/01,Count_CriminalIncidents_IsHateCrime,10
2015,geoId/02,Count_CriminalIncidents_IsHateCrime,8
2015,geoId/04,Count_CriminalIncidents_IsHateCrime,276
2015,geoId/05,Count_CriminalIncidents_IsHateCrime,5
2015,geoId/06,Count_CriminalIncidents_IsHateCrime,837
2015,geoId/08,Count_CriminalIncidents_IsHateCrime,107
2015,geoId/09,Count_CriminalIncidents_IsHateCrime,93
2015,geoId/10,Count_CriminalIncidents_IsHateCrime,11
2015,geoId/11,Count_CriminalIncidents_IsHateCrime,65
2015,geoId/12,Count_CriminalIncidents_IsHateCrime,72
2015,geoId/13,Count_CriminalIncidents_IsHateCrime,44
2015,geoId/16,Count_CriminalIncidents_IsHateCrime,34
2015,geoId/17,Count_CriminalIncidents_IsHateCrime,90
2015,geoId/18,Count_CriminalIncidents_IsHateCrime,63
2015,geoId/19,Count_CriminalIncidents_IsHateCrime,6
2015,geoId/20,Count_CriminalIncidents_IsHateCrime,62
2015,geoId/21,Count_CriminalIncidents_IsHateCrime,188
2015,geoId/22,Count_CriminalIncidents_IsHateCrime,38
2015,geoId/23,Count_CriminalIncidents_IsHateCrime,38
2015,geoId/24,Count_CriminalIncidents_IsHateCrime,41
2015,geoId/25,Count_CriminalIncidents_IsHateCrime,411
2015,geoId/26,Count_CriminalIncidents_IsHateCrime,309
2015,geoId/27,Count_CriminalIncidents_IsHateCrime,109
2015,geoId/28,Count_CriminalIncidents_IsHateCrime,0
2015,geoId/29,Count_CriminalIncidents_IsHateCrime,100
2015,geoId/30,Count_CriminalIncidents_IsHateCrime,45
2015,geoId/31,Count_CriminalIncidents_IsHateCrime,19
2015,geoId/32,Count_CriminalIncidents_IsHateCrime,58
2015,geoId/33,Count_CriminalIncidents_IsHateCrime,13
2015,geoId/34,Count_CriminalIncidents_IsHateCrime,330
2015,geoId/35,Count_CriminalIncidents_IsHateCrime,13
2015,geoId/36,Count_CriminalIncidents_IsHateCrime,500
2015,geoId/37,Count_CriminalIncidents_IsHateCrime,161
2015,geoId/38,Count_CriminalIncidents_IsHateCrime,36
2015,geoId/39,Count_CriminalIncidents_IsHateCrime,416
2015,geoId/40,Count_CriminalIncidents_IsHateCrime,37
2015,geoId/41,Count_CriminalIncidents_IsHateCrime,65
2015,geoId/42,Count_CriminalIncidents_IsHateCrime,64
2015,geoId/44,Count_CriminalIncidents_IsHateCrime,18
2015,geoId/45,Count_CriminalIncidents_IsHateCrime,55
2015,geoId/46,Count_CriminalIncidents_IsHateCrime,16
2015,geoId/47,Count_CriminalIncidents_IsHateCrime,221
2015,geoId/48,Count_CriminalIncidents_IsHateCrime,191
2015,geoId/49,Count_CriminalIncidents_IsHateCrime,47
2015,geoId/50,Count_CriminalIncidents_IsHateCrime,8
2015,geoId/51,Count_CriminalIncidents_IsHateCrime,158
2015,geoId/53,Count_CriminalIncidents_IsHateCrime,275
2015,geoId/54,Count_CriminalIncidents_IsHateCrime,41
2015,geoId/55,Count_CriminalIncidents_IsHateCrime,43
2015,geoId/56,Count_CriminalIncidents_IsHateCrime,2
2015,geoId/66,Count_CriminalIncidents_IsHateCrime,1
2015,geoId/78,Count_CriminalIncidents_IsHateCrime,0
2014,country/USA,Count_CriminalIncidents_IsHateCrime,5479
2014,geoId/01,Count_CriminalIncidents_IsHateCrime,9
2014,geoId/02,Count_CriminalIncidents_IsHateCrime,6
2014,geoId/04,Count_CriminalIncidents_IsHateCrime,265
2014,geoId/05,Count_CriminalIncidents_IsHateCrime,8
2014,geoId/06,Count_CriminalIncidents_IsHateCrime,759
2014,geoId/08,Count_CriminalIncidents_IsHateCrime,96
2014,geoId/09,Count_CriminalIncidents_IsHateCrime,123
2014,geoId/10,Count_CriminalIncidents_IsHateCrime,13
2014,geoId/11,Count_CriminalIncidents_IsHateCrime,70
2014,geoId/12,Count_CriminalIncidents_IsHateCrime,65
2014,geoId/13,Count_CriminalIncidents_IsHateCrime,41
2014,geoId/66,Count_CriminalIncidents_IsHateCrime,0
2014,geoId/16,Count_CriminalIncidents_IsHateCrime,25
2014,geoId/17,Count_CriminalIncidents_IsHateCrime,109
2014,geoId/18,Count_CriminalIncidents_IsHateCrime,50
2014,geoId/19,Count_CriminalIncidents_IsHateCrime,11
2014,geoId/20,Count_CriminalIncidents_IsHateCrime,73
2014,geoId/21,Count_CriminalIncidents_IsHateCrime,163
2014,geoId/22,Count_CriminalIncidents_IsHateCrime,9
2014,geoId/23,Count_CriminalIncidents_IsHateCrime,28
2014,geoId/24,Count_CriminalIncidents_IsHateCrime,16
2014,geoId/25,Count_CriminalIncidents_IsHateCrime,375
2014,geoId/26,Count_CriminalIncidents_IsHateCrime,311
2014,geoId/27,Count_CriminalIncidents_IsHateCrime,98
2014,geoId/28,Count_CriminalIncidents_IsHateCrime,1
2014,geoId/29,Count_CriminalIncidents_IsHateCrime,76
2014,geoId/30,Count_CriminalIncidents_IsHateCrime,30
2014,geoId/31,Count_CriminalIncidents_IsHateCrime,47
2014,geoId/32,Count_CriminalIncidents_IsHateCrime,24
2014,geoId/33,Count_CriminalIncidents_IsHateCrime,14
2014,geoId/34,Count_CriminalIncidents_IsHateCrime,336
2014,geoId/35,Count_CriminalIncidents_IsHateCrime,13
2014,geoId/36,Count_CriminalIncidents_IsHateCrime,545
2014,geoId/37,Count_CriminalIncidents_IsHateCrime,140
2014,geoId/38,Count_CriminalIncidents_IsHateCrime,40
2014,geoId/39,Count_CriminalIncidents_IsHateCrime,403
2014,geoId/40,Count_CriminalIncidents_IsHateCrime,33
2014,geoId/41,Count_CriminalIncidents_IsHateCrime,26
2014,geoId/42,Count_CriminalIncidents_IsHateCrime,50
2014,geoId/44,Count_CriminalIncidents_IsHateCrime,4
2014,geoId/45,Count_CriminalIncidents_IsHateCrime,49
2014,geoId/46,Count_CriminalIncidents_IsHateCrime,18
2014,geoId/47,Count_CriminalIncidents_IsHateCrime,194
2014,geoId/48,Count_CriminalIncidents_IsHateCrime,145
2014,geoId/49,Count_CriminalIncidents_IsHateCrime,50
2014,geoId/50,Count_CriminalIncidents_IsHateCrime,15
2014,geoId/51,Count_CriminalIncidents_IsHateCrime,118
2014,geoId/78,Count_CriminalIncidents_IsHateCrime,0
2014,geoId/53,Count_CriminalIncidents_IsHateCrime,308
2014,geoId/54,Count_CriminalIncidents_IsHateCrime,26
2014,geoId/55,Count_CriminalIncidents_IsHateCrime,51
2014,geoId/56,Count_CriminalIncidents_IsHateCrime,0
2013,country/USA,Count_CriminalIncidents_IsHateCrime,5928
2013,geoId/01,Count_CriminalIncidents_IsHateCrime,6
2013,geoId/02,Count_CriminalIncidents_IsHateCrime,8
2013,geoId/04,Count_CriminalIncidents_IsHateCrime,155
2013,geoId/05,Count_CriminalIncidents_IsHateCrime,27
2013,geoId/06,Count_CriminalIncidents_IsHateCrime,843
2013,geoId/08,Count_CriminalIncidents_IsHateCrime,128
2013,geoId/09,Count_CriminalIncidents_IsHateCrime,145
2013,geoId/10,Count_CriminalIncidents_IsHateCrime,12
2013,geoId/11,Count_CriminalIncidents_IsHateCrime,72
2013,geoId/12,Count_CriminalIncidents_IsHateCrime,76
2013,geoId/13,Count_CriminalIncidents_IsHateCrime,57
2013,geoId/66,Count_CriminalIncidents_IsHateCrime,0
2013,geoId/16,Count_CriminalIncidents_IsHateCrime,32
2013,geoId/17,Count_CriminalIncidents_IsHateCrime,105
2013,geoId/18,Count_CriminalIncidents_IsHateCrime,75
2013,geoId/19,Count_CriminalIncidents_IsHateCrime,10
2013,geoId/20,Count_CriminalIncidents_IsHateCrime,64
2013,geoId/21,Count_CriminalIncidents_IsHateCrime,171
2013,geoId/22,Count_CriminalIncidents_IsHateCrime,22
2013,geoId/23,Count_CriminalIncidents_IsHateCrime,25
2013,geoId/24,Count_CriminalIncidents_IsHateCrime,51
2013,geoId/25,Count_CriminalIncidents_IsHateCrime,350
2013,geoId/26,Count_CriminalIncidents_IsHateCrime,329
2013,geoId/27,Count_CriminalIncidents_IsHateCrime,144
2013,geoId/28,Count_CriminalIncidents_IsHateCrime,4
2013,geoId/29,Count_CriminalIncidents_IsHateCrime,102
2013,geoId/30,Count_CriminalIncidents_IsHateCrime,31
2013,geoId/31,Count_CriminalIncidents_IsHateCrime,36
2013,geoId/32,Count_CriminalIncidents_IsHateCrime,73
2013,geoId/33,Count_CriminalIncidents_IsHateCrime,21
2013,geoId/34,Count_CriminalIncidents_IsHateCrime,414
2013,geoId/35,Count_CriminalIncidents_IsHateCrime,12
2013,geoId/36,Count_CriminalIncidents_IsHateCrime,615
2013,geoId/37,Count_CriminalIncidents_IsHateCrime,118
2013,geoId/38,Count_CriminalIncidents_IsHateCrime,51
2013,geoId/39,Count_CriminalIncidents_IsHateCrime,370
2013,geoId/40,Count_CriminalIncidents_IsHateCrime,41
2013,geoId/41,Count_CriminalIncidents_IsHateCrime,66
2013,geoId/42,Count_CriminalIncidents_IsHateCrime,64
2013,geoId/44,Count_CriminalIncidents_IsHateCrime,7
2013,geoId/45,Count_CriminalIncidents_IsHateCrime,51
2013,geoId/46,Count_CriminalIncidents_IsHateCrime,13
2013,geoId/47,Count_CriminalIncidents_IsHateCrime,196
2013,geoId/48,Count_CriminalIncidents_IsHateCrime,132
2013,geoId/49,Count_CriminalIncidents_IsHateCrime,75
2013,geoId/50,Count_CriminalIncidents_IsHateCrime,12
2013,geoId/51,Count_CriminalIncidents_IsHateCrime,119
2013,geoId/78,Count_CriminalIncidents_IsHateCrime,0
2013,geoId/53,Count_CriminalIncidents_IsHateCrime,291
2013,geoId/54,Count_CriminalIncidents_IsHateCrime,56
2013,geoId/55,Count_CriminalIncidents_IsHateCrime,50
2013,geoId/56,Count_CriminalIncidents_IsHateCrime,1
2012,country/USA,Count_CriminalIncidents_IsHateCrime,5796
2012,geoId/01,Count_CriminalIncidents_IsHateCrime,6
2012,geoId/02,Count_CriminalIncidents_IsHateCrime,6
2012,geoId/04,Count_CriminalIncidents_IsHateCrime,176
2012,geoId/05,Count_CriminalIncidents_IsHateCrime,30
2012,geoId/06,Count_CriminalIncidents_IsHateCrime,910
2012,geoId/08,Count_CriminalIncidents_IsHateCrime,189
2012,geoId/09,Count_CriminalIncidents_IsHateCrime,149
2012,geoId/10,Count_CriminalIncidents_IsHateCrime,10
2012,geoId/11,Count_CriminalIncidents_IsHateCrime,72
2012,geoId/12,Count_CriminalIncidents_IsHateCrime,144
2012,geoId/13,Count_CriminalIncidents_IsHateCrime,21
2012,geoId/66,Count_CriminalIncidents_IsHateCrime,0
2012,geoId/16,Count_CriminalIncidents_IsHateCrime,35
2012,geoId/17,Count_CriminalIncidents_IsHateCrime,84
2012,geoId/18,Count_CriminalIncidents_IsHateCrime,37
2012,geoId/19,Count_CriminalIncidents_IsHateCrime,8
2012,geoId/20,Count_CriminalIncidents_IsHateCrime,81
2012,geoId/21,Count_CriminalIncidents_IsHateCrime,194
2012,geoId/22,Count_CriminalIncidents_IsHateCrime,4
2012,geoId/23,Count_CriminalIncidents_IsHateCrime,52
2012,geoId/24,Count_CriminalIncidents_IsHateCrime,35
2012,geoId/25,Count_CriminalIncidents_IsHateCrime,157
2012,geoId/26,Count_CriminalIncidents_IsHateCrime,617
2012,geoId/27,Count_CriminalIncidents_IsHateCrime,72
2012,geoId/28,Count_CriminalIncidents_IsHateCrime,18
2012,geoId/29,Count_CriminalIncidents_IsHateCrime,104
2012,geoId/30,Count_CriminalIncidents_IsHateCrime,36
2012,geoId/31,Count_CriminalIncidents_IsHateCrime,9
2012,geoId/32,Count_CriminalIncidents_IsHateCrime,91
2012,geoId/33,Count_CriminalIncidents_IsHateCrime,29
2012,geoId/35,Count_CriminalIncidents_IsHateCrime,2
2012,geoId/36,Count_CriminalIncidents_IsHateCrime,715
